,mean_focal,mean_focal_rank,min_focal,min_focal_rank,max_focal,max_focal_rank,median_focal,median_focal_rank,htd
Productivity Motives,0.7464410463968912,1.0,0.6732131242752075,1,0.8611867427825928,1,0.7049232721328735,1.0,0.16803332169850668
Prohibitive Voice,0.656379222869873,1.0,0.6264069676399231,1,0.7143892049789429,1,0.6502193212509155,1.0,0.01010967493057251
Promotive Voice,0.7345707297325135,1.0,0.7313860654830933,1,0.745312511920929,1,0.7319359183311462,1.0,0.11764110922813416
Propensity to Morally Disengage,0.6839326620101929,2.0,0.5803235173225403,2,0.7423728704452515,2,0.6992544233798981,2.0,0.17344761826097965
Reflecting,0.6733254591623942,2.0,0.6497076749801636,2,0.6935977935791016,2,0.6766709089279175,2.0,0.043654799461364746
Relational Energy,0.37533079981803896,0.0,0.26170337200164795,0,0.45800915360450745,0,0.36599892377853394,0.0,-0.2131863623857498
Reputation Maintenance Concerns,0.5789580643177032,2.0,0.48215651512145996,2,0.715149998664856,2,0.5592628717422485,2.0,0.07592900097370148
Restoration Orientation,0.5264549950758616,1.6666666666666667,0.48639899492263794,0,0.5683968663215637,2,0.5323072671890259,2.0,-0.032984353601932526
Self-Righteousness Stigmas,0.646354541182518,2.0,0.4954953193664551,2,0.7097517848014832,2,0.6900855302810669,2.0,0.08194399252533913
Self-Verification Striving,0.6712775826454163,1.0,0.6120656132698059,1,0.739513635635376,1,0.6670018434524536,1.0,0.12757041305303574
Self/Other Centeredness Supervisor Behaviors,0.5174036860466004,0.0,0.42888492345809937,0,0.6065880060195923,0,0.5276684761047363,0.0,-0.14274256229400634
Sense of Community Credits,0.7036802768707275,1.5,0.5828596949577332,1,0.9066742658615112,2,0.6625935733318329,1.5,0.14168106392025948
Shame,0.5617523193359375,0.0,0.5140737295150757,0,0.5827226638793945,0,0.5751064419746399,0.0,-0.06371381133794785
Skill/ability sales self-efficacy,0.5033505856990814,2.0,0.4266316294670105,2,0.6121371984481812,2,0.476970911026001,2.0,0.11988323032855988
Social Exchange Relationship,0.5483237057924271,0.0,0.5340906381607056,0,0.5546665787696838,0,0.5522688031196594,0.0,-0.07011490315198898
State Gratitude,0.49155917167663576,1.0,0.4366072118282318,1,0.5435662865638733,1,0.49550357460975647,1.0,0.037143158912658694
Subjective Social Class,0.6061550180117289,1.0,0.5241753458976746,1,0.6638104915618896,1,0.6099705398082733,1.0,0.07696216305096944
Superficial Reaction to Supervisor,0.49304374555746716,0.0,0.43170833587646484,0,0.5330810546875,0,0.5029226392507553,0.0,-0.0513702059785525
Supervisor Enforcing Work Requirements/Flexibility,0.6693443804979324,1.5,0.5598775744438171,0,0.7094113826751709,2,0.7040442824363708,2.0,0.06011170893907547
Supervisor Follower Development,0.5370000302791595,0.0,0.4906144142150879,0,0.6002968549728394,0,0.5285444259643555,0.0,-0.0672919750213623
Supervisor Intellectual Stimulation,0.6522207856178284,1.3333333333333333,0.5619900822639465,1,0.7286208868026733,2,0.6660513877868652,1.0,0.08067597945531209
Supervisor Solicitation of Voice,0.6026947796344757,0.25,0.5446772575378418,0,0.6297460794448853,1,0.6181778907775879,0.0,-0.01023167371749878
Supervisor Support for Recovery,0.6436140040556589,1.5,0.5661070942878723,1,0.6981683969497681,2,0.6448826193809509,1.5,0.09995687007904053
Supervisor Team Building,0.5377079963684082,0.8,0.4178382158279419,0,0.6701008081436157,2,0.5221270322799683,0.0,-0.0475485622882843
Supervisor Vision Communication,0.7023306488990784,1.0,0.6282403469085693,1,0.905829668045044,1,0.6376262903213501,1.0,0.09675856679677963
Supervisor's Organizational Embodiment,0.5861637857225206,2.0,0.5462846755981445,2,0.638852596282959,2,0.5802710056304932,2.0,0.10290335449907514
Supervisor-Triggered Newcomer Negative Affect,0.46860257163643837,0.25,0.39844709634780884,0,0.6193616390228271,2,0.47300998866558075,0.0,-0.0833156555891037
Supervisor-Triggered Newcomer Positive Affect,0.4515189900994301,0.0,0.3686634302139282,0,0.5537644624710083,0,0.4581359922885895,0.0,-0.12584054470062256
Supportive Voice (Burris),0.6022348701953888,0.75,0.4883778691291809,0,0.732779324054718,2,0.5938911437988281,0.5,0.027260571718215942
Supportive Voice (Maynes),0.7970365405082702,1.0,0.7325615286827087,1,0.8492485284805298,1,0.7937794327735901,1.0,0.16674699187278746
Synchrony Preference,0.5351525694131851,1.75,0.5202671885490417,1,0.5664329528808594,2,0.5269550681114197,2.0,0.13580583408474922
Team Temporal Leadership,0.6621474027633667,0.7142857142857143,0.5883049368858337,0,0.7515053153038025,2,0.6661278009414673,1.0,0.006409249135426113
Tendency to Gossip,0.6936931759119034,1.0,0.6639550924301147,1,0.7317976951599121,1,0.6895099580287933,1.0,0.21275046467781067
Time Management Credits,0.5329511016607285,0.25,0.3983945846557617,0,0.7822471857070923,1,0.4755813181400299,0.0,0.024813879281282425
Uniformity/Individualization Supervisor Behaviors,0.7022640347480774,1.0,0.583696722984314,1,0.8142457008361816,1,0.7023401260375977,1.0,0.07615897059440613
Victim Identity,0.5615499218304952,1.0,0.5180302858352661,1,0.6283115148544312,1,0.5383079648017883,1.0,0.030919402837753296
Void Filling Stigmas,0.6740772277116776,2.0,0.5885796546936035,2,0.8120466470718384,2,0.6478413045406342,2.0,0.13391843810677528
Volunteering,0.6688754558563232,1.6,0.6073597073554993,1,0.7349230051040649,2,0.6755691170692444,2.0,0.12575337886810303
Voracity,0.7092643141746521,1.0,0.6726853847503662,1,0.7519931793212891,1,0.7079610228538513,1.0,0.28195999264717103
Wanderlust,0.7601608991622925,1.0,0.6859738826751709,1,0.840111494064331,1,0.7566859722137451,1.0,0.2278868794441223
Work to Personal Conflict,0.7348959565162658,2.0,0.662895679473877,2,0.8215134739875793,2,0.7094812393188477,2.0,0.07856422662734985
