,mean_focal,mean_focal_rank,min_focal,min_focal_rank,max_focal,max_focal_rank,median_focal,median_focal_rank,htd
Personal Recognition by Supervisor,0.9341934361352936,1.25,0.8844855987786119,0,0.9895398237899948,2,0.9313741609862838,1.5,-0.033597833786380926
Personal to Family Conflict,0.7278177793216252,0.0,0.6911731819752704,0,0.7531418880066436,0,0.7489316972275599,0.0,-0.16145786607131338
Personal to Work Conflict,0.76622230276056,0.4,0.6991238967774148,0,0.8139068063039216,2,0.7770712891782776,0.0,-0.11773577075584925
Planning,0.845326947991078,0.3333333333333333,0.7516469309319628,0,0.9268134850087855,1,0.8575204280324853,0.0,-0.03561266613137611
Procedural Fairness Monitoring,0.819406225815543,0.0,0.7848043212537967,0,0.8722379306377058,0,0.8115763726725105,0.0,-0.16480800518990116
Procedural Justice Clarity,0.8421016296412079,0.8333333333333334,0.7991201683208421,0,0.9055960400329242,1,0.837796023334598,1.0,0.001886768482056637
Productivity Motives,0.7094612845601714,0.0,0.47981975463192705,0,0.8499757455551549,0,0.798588353493432,0.0,-0.2316531125258908
Prohibitive Voice,0.8682816634860583,1.8,0.8290836899951948,1,0.9025442509266091,2,0.8759824134677642,2.0,0.042312134562823275
Promotive Voice,0.8041595577570781,0.4,0.7676422194242737,0,0.8351352434696704,2,0.8199499330894757,0.0,-0.07053100049584664
Propensity to Morally Disengage,0.9002475735750113,0.125,0.8209475403358056,0,0.9689518975611535,1,0.9045503166066966,0.0,-0.09543012551378943
Reflecting,0.8373840320857343,0.3333333333333333,0.7746370041828926,0,0.9088462777680982,1,0.8286688143062122,0.0,-0.026622291955117488
Relational Energy,1.0133595345228226,2.0,0.9597207834993489,2,1.0393274245525475,2,1.0282045841677754,2.0,0.03980561451380584
Reputation Maintenance Concerns,0.9022836518843219,0.25,0.6146002886821087,0,1.0708963904602502,1,0.9618189641974643,0.0,-0.12839261701536475
Restoration Orientation,0.9339169162827949,0.8333333333333334,0.8668959156823183,0,1.0007750004481424,1,0.9342360508580535,1.0,-0.014127668003539151
Self-Righteousness Stigmas,0.7787599952436968,0.0,0.6370891298510413,0,0.8897164921479008,0,0.7941171794879226,0.0,-0.1960101620196565
Self-Verification Striving,0.850654676101089,0.0,0.7346762562837429,0,0.9801764912755977,0,0.8469495802170874,0.0,-0.12537706735982546
Self/Other Centeredness Supervisor Behaviors,0.920970310600952,1.8,0.8685041299727516,1,0.9581647317156909,2,0.9323369675074661,2.0,0.07655485829871492
Sense of Community Credits,0.5950092598842801,0.0,0.3175760608376189,0,0.8165464877379043,0,0.6229572454807986,0.0,-0.3483908566346556
Shame,0.9217595365790141,1.0,0.8657635894235967,0,0.9722244104272926,2,0.9245250732325834,1.0,0.0043062223683558165
Skill/ability sales self-efficacy,0.9759908784383077,0.0,0.8827552382697923,0,1.0453833804275032,0,0.9670828238530562,0.0,-0.09545427396582377
Social Exchange Relationship,1.0044170444932423,1.0,0.9987461261545645,1,1.0105919737328406,1,1.0041650390427823,1.0,0.07889107672319712
State Gratitude,1.0082473345909755,1.2,0.8617368902752677,0,1.1583477036412082,2,0.9957479571606228,2.0,-0.01083175269876202
Subjective Social Class,0.9703703658001887,1.5,0.923746588721823,0,1.0226613527594752,2,0.9723195210383042,2.0,0.026613107968473715
Superficial Reaction to Supervisor,1.0218375530468262,1.3333333333333333,0.9326043283146445,0,1.077502964781108,2,1.0502256905457599,2.0,0.04432253403441674
Supervisor Enforcing Work Requirements/Flexibility,0.8025129785756661,0.0,0.7037673139333641,0,0.8641931792486408,0,0.8210457105603295,0.0,-0.14386589332978206
Supervisor Follower Development,0.8801756335093418,0.5,0.8269754208398674,0,0.9252078223053017,2,0.8842596454460991,0.0,-0.04455692672705358
Supervisor Intellectual Stimulation,0.750691086131538,0.0,0.6726662530750817,0,0.8701119244504957,0,0.7092950808690365,0.0,-0.17070347779796946
Supervisor Solicitation of Voice,0.9349709401496307,1.0,0.9030064909892046,1,0.9897028662130094,1,0.9235872016981546,1.0,0.046587949067164125
Supervisor Support for Recovery,0.8475707716484983,0.0,0.7749095204632938,0,0.9114268010563904,0,0.8560643991242105,0.0,-0.10682622021162073
Supervisor Team Building,0.8881394876969546,1.0,0.8041865391966623,0,0.9587825081957879,2,0.8740917007318147,1.0,0.04619179318470392
Supervisor Vision Communication,0.6103741227638271,1.0,0.19809344910436782,0,0.8426635867514589,2,0.7003697275997409,1.0,-0.2502685471652602
Supervisor's Organizational Embodiment,0.7891733339135083,0.0,0.7548221605158124,0,0.8226124874117834,0,0.7839403592634429,0.0,-0.1435875991373075
Supervisor-Triggered Newcomer Negative Affect,0.917727048038947,0.625,0.7714036408662259,0,0.9932386670764336,2,0.9278010339772385,0.0,-0.0804269293723231
Supervisor-Triggered Newcomer Positive Affect,0.9084207967699361,0.875,0.7884635097389734,0,0.9921852588233671,2,0.9002024296474775,0.5,-0.021300742144266804
Supportive Voice (Burris),0.8828618159728115,1.5,0.7625048661950286,0,1.0133196814571295,2,0.877811358119544,2.0,-0.013002184726813915
Supportive Voice (Maynes),0.7592632252311707,0.0,0.7087873310156889,0,0.8149988850196651,0,0.7523661598973833,0.0,-0.10210263862477698
Synchrony Preference,0.9096168180956667,0.0,0.7634770650269448,0,0.9754272639232142,0,0.9497814717162539,0.0,-0.1164725973753521
Team Temporal Leadership,0.821767244224698,2.0,0.7367881762001945,2,0.8906978125262135,2,0.8265785237128702,2.0,0.00855236738067625
Tendency to Gossip,0.7203209636002164,0.0,0.6200118852187191,0,0.780598743035792,0,0.7403366130731772,0.0,-0.2743298187741779
Time Management Credits,0.8814370473519434,1.5,0.49598618272410416,0,1.0435502619517465,2,0.9931058723659616,2.0,-0.10386270100084177
Uniformity/Individualization Supervisor Behaviors,0.8152332765223822,0.6,0.6636191702301487,0,0.9184525783509088,2,0.8645253562389504,0.0,-0.06802516686273927
Victim Identity,0.888727624495209,0.0,0.8728257872881959,0,0.9096157839614537,0,0.8837413022359774,0.0,-0.09087550970603912
Void Filling Stigmas,0.6830774938584773,0.25,0.42253937256816976,0,0.868239105602131,1,0.7207657486318042,0.0,-0.19155327398233868
Volunteering,0.7241329536126091,0.0,0.6740312647631218,0,0.7780804825011176,0,0.7162179296496868,0.0,-0.28461659525261707
Voracity,0.8737650080400613,0.0,0.7607894692855778,0,0.9292187701961793,0,0.8928053731962282,0.0,-0.1138649634848294
Wanderlust,0.633187484709621,0.0,0.48501349461100374,0,0.7439246673985056,0,0.6615774835340175,0.0,-0.3152142940651178
Work to Personal Conflict,0.7103929246122883,0.0,0.6109375415156832,0,0.771495226977216,0,0.7297094185145759,0.0,-0.16880144633419025
