,mean_focal,mean_focal_rank,min_focal,min_focal_rank,max_focal,max_focal_rank,median_focal,median_focal_rank,htd
Interactional Justice Clarity,0.42949177156816837,1.2,0.3795828618553191,1,0.5040248171769612,2,0.4193617134241856,1.0,0.29246728565823654
Interest/Enjoyment Sales Self-Efficacy,0.18116708981417376,1.2,0.01249535280572266,0,0.4044610751454417,2,0.09265437707906027,1.0,0.09282449188041762
International Employee Identity,0.29634897581274056,1.5,-0.019909460632923787,0,0.5287964661443889,2,0.33825444886974854,2.0,0.03738356703311313
Interpersonal Fairness Monitoring,0.5370828551762902,0.8333333333333334,0.12156990786632958,0,0.6579631664307966,1,0.6025263838272523,1.0,0.28814385285359984
Intraorganizational employee navigation,0.19082281563033066,0.8,-0.05516200106549653,0,0.4894010412596602,2,0.16667476957697963,0.0,-0.09293909961234625
Intrinsic Career Goal,0.31967811706914845,1.4,0.18823018278910347,0,0.47337560928294853,2,0.31232196615535646,2.0,0.04161590452443649
Knowledge Stock,0.4980331604500023,1.0,0.45661339365028153,1,0.5436067269346727,1,0.49346806702980894,1.0,0.16925645335913891
Loss Orientation,0.4519485607564772,1.0,0.32615631003892853,1,0.6269543088427822,1,0.43127519243074247,1.0,0.24956876529549868
Moral Credits,0.06750906653356385,1.2,0.009021372704197117,1,0.11783352621218987,2,0.0755008283898186,1.0,0.02144314430616111
Moral Identification,0.5546100440057087,2.0,0.4875541522330374,2,0.6687296655537953,2,0.5329410185727421,2.0,0.2891871437793248
Naiveté,0.2921584983999243,1.0,0.2921584983999243,1,0.2921584983999243,1,0.2921584983999243,1.0,0.19477237539580866
Organizational Support for Development,0.6552511599383978,2.0,0.488267888581398,2,0.7669751110366387,2,0.7254220953534112,2.0,0.22550452163603918
Oscillation Orientation,0.1624961922320768,0.6666666666666666,0.049237320290443434,0,0.3613148084724129,1,0.07693644793337415,1.0,0.016351848457938023
Other Focus Credits,0.08840457857940626,0.25,0.015726041993930948,0,0.25497666272337616,1,0.04145780480015895,0.0,-0.1783288806417262
Perceived Career Opportunity,0.5435185053548196,1.6666666666666667,0.4452925833420223,1,0.6579737689846283,2,0.527289163737808,2.0,0.3738170765556242
Performance Monitoring,0.09423393664909478,1.0,0.011874166523309276,0,0.20024703392915377,2,0.08240727307195805,1.0,-0.033070345714361585
Personal Life Motives,0.6130805501518816,1.0,0.5897715428146011,1,0.6431157893809426,1,0.6097174342059912,1.0,0.05148762594959122
Personal Recognition by Supervisor,0.2947562897159679,1.5,0.23080737822153743,1,0.3999743266756023,2,0.274121726983366,1.5,0.20317855000898863
