,mean_focal,mean_focal_rank,min_focal,min_focal_rank,max_focal,max_focal_rank,median_focal,median_focal_rank,htd
Coworker Project Qualities,0.3619833096861839,1.2,0.08735577017068863,1,0.794586718082428,2,0.3275749385356903,1.0,0.30250248983502387
Coworker Star Qualities,0.2618370816111565,1.2,0.0374494269490242,0,0.44021129608154297,2,0.24443073570728302,1.0,0.19370299037545918
Coworker Task Assistance,0.139274500310421,1.6666666666666667,0.09404275566339493,1,0.18181507289409637,2,0.14196567237377167,2.0,0.08715554078420003
Customer Unethical Behavior,0.3197070909664035,2.0,0.05537676066160202,2,0.6227753162384033,2,0.3402186334133148,2.0,0.25265145709272474
Decision Control/Autonomy Supervisor Behavior,0.947557121515274,1.25,0.8715604543685913,1,0.9834805130958557,2,0.9675937592983246,1.0,0.8405647249892354
Defensive Voice,0.5585579544305801,1.0,0.15288366377353668,1,0.7716155052185059,1,0.6428013443946838,1.0,0.5126948842778802
Desire for Power,0.3435714241117239,1.0,0.035881560295820236,0,0.7969062924385071,2,0.220188170671463,1.0,0.2856350179761648
Destructive Voice,0.4014640271663666,1.0,0.20322003960609436,1,0.5816283226013184,1,0.3786751329898834,1.0,0.3656619245186448
Distance/Closeness Supervisor Behaviors,0.44132992066442966,2.0,0.09001419693231583,2,0.9656283855438232,2,0.3548385500907898,2.0,0.1698956941254437
Distraction Stigmas,0.5334295555949211,1.5,0.3513575494289398,1,0.6561349630355835,2,0.5631128549575806,1.5,0.4781009736470878
Distributive Fairness Monitoring,0.5629996299743653,2.0,0.3847445547580719,2,0.7958911061286926,2,0.5879579782485962,2.0,0.34826152845053004
Distributive Justice Clarity,0.38892632722854614,2.0,0.3042620122432709,2,0.4656882882118225,2,0.39682868123054504,2.0,0.3489069960390528
Dominating Leader Behavior,0.08945708721876144,0.6666666666666666,0.013199925422668457,0,0.22909951210021973,1,0.02607182413339615,1.0,0.05336623297383388
Duty to Codes Orientation,0.23964249528944492,2.0,0.09858795255422592,2,0.36729326844215393,2,0.24634438008069992,2.0,0.15591140295146033
Duty to Members Orientation,0.49779777973890305,1.0,0.28976988792419434,1,0.8038322329521179,1,0.44879449903964996,1.0,0.47244859591592103
Duty to Mission Orientation,0.6476391479372978,2.0,0.3129247725009918,2,0.8061667680740356,2,0.7357325255870819,2.0,0.6047580076847225
Emphasizing Group Identity by Supervisor,0.34740412682294847,1.6,0.042566392570734024,0,0.7983738780021667,2,0.2742958068847656,2.0,0.27094758218154313
Envisioning,0.03621267278989156,0.6666666666666666,0.031003717333078384,0,0.04040626809000969,1,0.03722803294658661,1.0,-0.0015146813821047544
Equitable Organizational Practices,0.038147725723683835,1.8,0.014976137317717075,1,0.05548851191997528,2,0.042136918753385544,2.0,0.02684890734963119
Ethical Values Credits,0.5138711854815483,2.0,0.2938061058521271,2,0.9766531586647034,2,0.3925127387046814,2.0,0.46579830115661025
Evangelism Stigmas,0.9336021840572357,1.75,0.8024191856384277,1,0.989332914352417,2,0.9713283181190491,2.0,0.9166217977181077
Exclusion beliefs,0.012688071001321077,0.0,0.009417763911187649,0,0.015958378091454506,0,0.012688071001321077,0.0,-0.03317521791905165
Expectation Reaction to Supervisor,0.08926304522901773,1.5,0.03404741361737251,1,0.25198790431022644,2,0.03550843149423599,1.5,0.0719804787368048
Extrinsic Career Goal,0.2693106643855572,1.0,0.1908961534500122,1,0.38057392835617065,1,0.2528862878680229,1.0,0.13002096861600876
Family Incivility,0.22902590036392212,2.0,0.13027849793434143,2,0.3550272285938263,2,0.24490570276975632,2.0,0.1474063123265902
Family to Personal Conflict,0.5273701593279838,2.0,0.120655857026577,2,0.7201595306396484,2,0.560648500919342,2.0,0.4975877545773983
Gender Determinism,0.47164822183549404,1.5,0.03912021964788437,1,0.7801824808120728,2,0.5336450934410095,1.5,0.4601228089304641
Global Organizational Commitment,0.16610310971736908,1.25,0.11622746288776398,1,0.1910114288330078,2,0.17858677357435226,1.0,0.0801503867842257
Idea Validation,0.01732299611903727,0.2,0.0029100182000547647,0,0.032661113888025284,1,0.01630866341292858,0.0,-0.1081332081463188
Identity Strain,0.8376930713653564,1.0,0.7602818608283997,1,0.9298696517944336,1,0.8306229114532471,1.0,0.5912731599062682
Inclusion in Decision Making,0.3663879968225956,2.0,0.1411534696817398,2,0.5304675698280334,2,0.39696547389030457,2.0,0.25524972728453577
Integration of Differences,0.2587363636121154,1.8333333333333333,0.023937275633215904,1,0.7023199796676636,2,0.24168230593204498,2.0,0.201743476674892
Interactional Justice Clarity,0.2098144471645355,1.0,0.10719427466392517,1,0.3819776773452759,1,0.17213450372219086,1.0,0.20482466812245548
Interest/Enjoyment Sales Self-Efficacy,0.049829421937465666,1.0,0.016419267281889915,1,0.11634489893913269,1,0.034102194011211395,1.0,0.03848501684842631
International Employee Identity,0.4159883949905634,1.75,0.10902009159326553,1,0.9124912023544312,2,0.32122114300727844,2.0,0.3567207178566605
Interpersonal Fairness Monitoring,0.4372173696756363,2.0,0.29713061451911926,2,0.6543073058128357,2,0.42462027072906494,2.0,0.4240747058647685
Intraorganizational employee navigation,0.04616488516330719,0.6,0.006408678367733955,0,0.07793073356151581,2,0.05949949100613594,0.0,-0.013164632115513086
Intrinsic Career Goal,0.20544715821743012,2.0,0.09406498074531555,2,0.29201430082321167,2,0.18226324021816254,2.0,0.015919872932136057
Knowledge Stock,0.0071850275620818135,0.2,0.00504838302731514,0,0.011130613274872303,1,0.006957491859793663,0.0,-0.03468297515064478
Loss Orientation,0.18320137883226076,1.1666666666666667,0.027972973883152008,0,0.6086298227310181,2,0.08746591210365295,1.0,0.10073761253928144
Moral Credits,0.10098315924406051,2.0,0.08805694431066513,2,0.1121974065899849,2,0.10159845650196075,2.0,0.05722121023572981
Moral Identification,0.2507389672100544,2.0,0.04843411222100258,2,0.3551304042339325,2,0.25556933879852295,2.0,0.05214879531413317
Naiveté,0.2389509528875351,1.0,0.16658419370651245,1,0.27991002798080444,1,0.25465479493141174,1.0,0.18835075409151614
Organizational Support for Development,0.6677624881267548,1.0,0.5229246616363525,1,0.7763885259628296,1,0.7044435441493988,1.0,0.6593371831695549
Oscillation Orientation,0.09681737050414085,1.0,0.0441008023917675,1,0.16513964533805847,1,0.08121166378259659,1.0,0.011352122761309147
Other Focus Credits,0.8703047037124634,1.0,0.7583029270172119,1,0.9727674722671509,1,0.8750742077827454,1.0,0.8310059757204726
Perceived Career Opportunity,0.658079187075297,1.0,0.6330382823944092,1,0.7009398341178894,1,0.6402594447135925,1.0,0.643196384732922
Performance Monitoring,0.13767607230693102,2.0,0.049673620611429214,2,0.19829320907592773,2,0.15136872977018356,2.0,0.0678861741325818
Personal Life Motives,0.5927455797791481,2.0,0.46832528710365295,2,0.7310929894447327,2,0.5857820212841034,2.0,0.48944381676847115
Personal Recognition by Supervisor,0.5185605958104134,1.0,0.3571483790874481,1,0.7845947742462158,1,0.46624961495399475,1.0,0.48843578196829185
Personal to Family Conflict,0.4704456925392151,2.0,0.23908403515815735,2,0.7365977168083191,2,0.4624583125114441,2.0,0.30938259437680243
Personal to Work Conflict,0.6273159563541413,1.0,0.38336381316185,1,0.7896256446838379,1,0.6903713345527649,1.0,0.5489724911749363
Planning,0.1311596135298411,2.0,0.11425785720348358,2,0.14166320860385895,2,0.1375577747821808,2.0,0.04682773786286513
Procedural Fairness Monitoring,0.3742666900157928,2.0,0.1481473743915558,2,0.48091280460357666,2,0.4137292802333832,2.0,0.3524923762306571
Procedural Justice Clarity,0.5257963538169861,2.0,0.2611132562160492,2,0.682954728603363,2,0.5596612095832825,2.0,0.47833442299937207
Productivity Motives,0.4991847773392995,1.3333333333333333,0.47471997141838074,1,0.5156670808792114,2,0.5071672797203064,1.0,0.4637327358747522
Prohibitive Voice,0.19591312259435653,1.0,0.1219794973731041,0,0.3750419318675995,2,0.13725429773330688,1.0,-0.22409547511488198
Promotive Voice,0.21532802879810334,1.2,0.07992827892303467,1,0.4188583195209503,2,0.17789137363433838,1.0,-0.1390857171267271
Propensity to Morally Disengage,0.0466441719327122,0.875,0.009830133989453316,0,0.082232266664505,1,0.0399947427213192,1.0,0.0025543037336319685
Reflecting,0.5900152325630188,2.0,0.5283457636833191,2,0.7078600525856018,2,0.5338398814201355,2.0,0.510645854830121
Relational Energy,0.6967130407691002,1.8,0.07462393492460251,1,0.975402295589447,2,0.7904624938964844,2.0,0.6522056937217713
Reputation Maintenance Concerns,0.06690218951553106,2.0,0.02787201479077339,2,0.10997560620307922,2,0.06488056853413582,2.0,0.008710264693945646
Restoration Orientation,0.10664349359770615,1.6666666666666667,0.048479288816452026,1,0.19769807159900665,2,0.0956542044878006,2.0,0.01538741293673714
Self-Righteousness Stigmas,0.9478797167539597,1.25,0.8870477080345154,1,0.9806753993034363,2,0.9618978798389435,1.0,0.7760936715640128
Self-Verification Striving,0.6204269770532846,2.0,0.1591847538948059,2,0.8744018077850342,2,0.733840674161911,2.0,0.5286251773359254
Self/Other Centeredness Supervisor Behaviors,0.14616283141076564,1.0,0.029271064326167107,0,0.3027919828891754,2,0.1396929770708084,1.0,0.01716855922713876
Sense of Community Credits,0.7088556503877044,2.0,0.0341927669942379,2,0.976440966129303,2,0.9123944342136383,2.0,0.6843869094736874
Shame,0.16679145395755768,2.0,0.10050852596759796,2,0.29020363092422485,2,0.13822682946920395,2.0,0.10145498416386545
Skill/ability sales self-efficacy,0.3233376294374466,1.0,0.04759538173675537,0,0.7193782329559326,2,0.25700458884239197,1.0,0.24729329366236924
Social Exchange Relationship,0.038366385735571384,1.25,0.023811595514416695,1,0.06584525853395462,2,0.03190434444695711,1.0,0.012289464240893722
State Gratitude,0.28380113691091535,1.0,0.10179660469293594,1,0.4597774147987366,1,0.33842989802360535,1.0,0.22498887106776239
Subjective Social Class,0.0825876803137362,1.0,0.01488014217466116,0,0.18133537471294403,2,0.06910146772861481,1.0,-0.007675058363626401
Superficial Reaction to Supervisor,0.08574193599633873,0.5,0.004851003177464008,0,0.18408076465129852,1,0.07671625167131424,0.5,0.029048394644632936
Supervisor Enforcing Work Requirements/Flexibility,0.866627499461174,1.25,0.6628513336181641,1,0.9631324410438538,2,0.9202631115913391,1.0,0.8126476877368987
Supervisor Follower Development,0.22800408210605383,1.25,0.0392477847635746,0,0.46325844526290894,2,0.2047550491988659,1.5,0.12571085966192186
Supervisor Intellectual Stimulation,0.6664994557698568,1.0,0.42827069759368896,1,0.8694761991500854,1,0.7017514705657959,1.0,0.5766912450393041
Supervisor Solicitation of Voice,0.06639179540798068,1.0,0.028603600338101387,1,0.10270442068576813,1,0.0671295803040266,1.0,0.0268939679954201
Supervisor Support for Recovery,0.03699738602153957,0.5,0.006929002236574888,0,0.16227436065673828,2,0.01345492247492075,0.0,-0.014738248796978345
Supervisor Team Building,0.7606570005416871,2.0,0.6409428715705872,2,0.9037726521492004,2,0.773524820804596,2.0,0.6209745394065976
Supervisor Vision Communication,0.7715680152177811,1.0,0.5763419270515442,1,0.9292880296707153,1,0.7903210520744324,1.0,0.44998876564204693
Supervisor's Organizational Embodiment,0.0549425712476174,1.3333333333333333,0.014357663691043854,1,0.13938993215560913,2,0.05262451991438866,1.0,0.02830504160374403
Supervisor-Triggered Newcomer Negative Affect,0.3064137604087591,1.125,0.11746687442064285,1,0.6233574151992798,2,0.1403379663825035,1.0,0.059629519819281995
Supervisor-Triggered Newcomer Positive Affect,0.3785632592625916,1.0,0.06066780164837837,1,0.7580196857452393,1,0.3856370449066162,1.0,0.1640387558436487
Supportive Voice (Burris),0.6676178798079491,1.0,0.18689051270484924,1,0.9433299899101257,1,0.7701255083084106,1.0,0.4307441497221589
Supportive Voice (Maynes),0.6534099221229553,1.0,0.4262208938598633,1,0.8497716188430786,1,0.6949859857559204,1.0,0.26436852626502516
Synchrony Preference,0.22649638773873448,1.75,0.015950368717312813,1,0.4075991213321686,2,0.24121803045272827,2.0,0.204102714342298
Team Temporal Leadership,0.4714502607073103,1.0,0.36184975504875183,1,0.6391631960868835,1,0.44874799251556396,1.0,0.24968044885567256
Tendency to Gossip,0.5978088527917862,1.25,0.37659943103790283,1,0.7428063750267029,2,0.6359148025512695,1.0,0.5515678459778428
Time Management Credits,0.7238245978951454,2.0,0.41065046191215515,2,0.9783633947372437,2,0.7531422674655914,2.0,0.6218181154690683
Uniformity/Individualization Supervisor Behaviors,0.986227834224701,2.0,0.9565840363502502,2,0.9952103495597839,2,0.9930294156074524,2.0,0.6576070209033787
Victim Identity,0.4234834909439087,1.0,0.2804032564163208,1,0.5502570271492004,1,0.43979018926620483,1.0,0.15629248941938081
Void Filling Stigmas,0.8991345018148422,2.0,0.8014973998069763,2,0.9544340968132019,2,0.9203032553195953,2.0,0.7929449244402349
Volunteering,0.41431273221969606,1.0,0.33810052275657654,1,0.5481595993041992,1,0.35602185130119324,1.0,0.2098807029891759
Voracity,0.17900152057409285,1.4,0.12380128353834152,1,0.27504611015319824,2,0.14476652443408966,1.0,0.09416574668139219
Wanderlust,0.734698623418808,1.8,0.4817087948322296,1,0.9371748566627502,2,0.7424871921539307,2.0,0.6662406716495752
Work to Personal Conflict,0.5900691390037537,2.0,0.21161365509033203,2,0.8441774249076843,2,0.6423165798187256,2.0,0.5496065428480505
