,mean_focal,mean_focal_rank,min_focal,min_focal_rank,max_focal,max_focal_rank,median_focal,median_focal_rank,htd
Productivity Motives,0.8743314345677694,1.0,0.823332667350769,1,0.9505008459091187,1,0.8491607904434204,1.0,0.060488094886144005
Prohibitive Voice,0.8518048763275147,1.0,0.8327049016952515,0,0.8634445667266846,2,0.8555855751037598,1.0,0.01221035122871399
Promotive Voice,0.8621085405349731,1.0,0.8407477736473083,1,0.8840767741203308,1,0.8609814643859863,1.0,0.03127493262290955
Propensity to Morally Disengage,0.8580983057618141,2.0,0.8260363340377808,2,0.8823873996734619,2,0.8617081344127655,2.0,0.1382514201104641
Reflecting,0.8768595059712728,2.0,0.8570128679275513,2,0.8921114206314087,2,0.8814542293548584,2.0,0.010189721981684366
Relational Energy,0.5969024658203125,0.0,0.5324782729148865,0,0.6695994138717651,0,0.6013593077659607,0.0,-0.21370970606803893
Reputation Maintenance Concerns,0.8066432923078537,2.0,0.7309114933013916,2,0.9044908285140991,2,0.795585423707962,2.0,0.03414013236761093
Restoration Orientation,0.8114849726359049,2.0,0.7863513231277466,2,0.8329228162765503,2,0.816773533821106,2.0,-0.004148274660110474
Self-Righteousness Stigmas,0.8212734758853912,2.0,0.7564093470573425,2,0.8504592776298523,2,0.8391126394271851,2.0,0.01959230750799179
Self-Verification Striving,0.8784643039107323,1.0,0.8438490629196167,1,0.8933066129684448,1,0.8825709819793701,1.0,0.07461418583989143
Self/Other Centeredness Supervisor Behaviors,0.5168367624282837,0.0,0.46867889165878296,0,0.566990852355957,0,0.5080363750457764,0.0,-0.36388941407203673
Sense of Community Credits,0.885133296251297,2.0,0.8245600461959839,2,0.9622535705566406,2,0.8768597841262817,2.0,0.07288667559623718
Shame,0.8131692409515381,1.0,0.7741141319274902,0,0.8456722497940063,2,0.8164452910423279,1.0,-0.018440797924995422
Skill/ability sales self-efficacy,0.6981184124946594,2.0,0.6516218781471252,2,0.786857008934021,2,0.6731281280517578,2.0,0.04842445254325867
Social Exchange Relationship,0.733208104968071,0.0,0.7290980219841003,0,0.7400352358818054,0,0.7318495810031891,0.0,-0.0684208869934082
State Gratitude,0.7486525297164917,1.0,0.5747103691101074,1,0.8461494445800781,1,0.7825213670730591,1.0,0.05696670413017273
Subjective Social Class,0.8259264330069224,0.8333333333333334,0.7819430828094482,0,0.8633066415786743,1,0.829355776309967,1.0,-0.003238663077354431
Superficial Reaction to Supervisor,0.6514053742090861,0.0,0.5998566150665283,0,0.6861907839775085,0,0.6680572330951691,0.0,-0.11238779127597809
Supervisor Enforcing Work Requirements/Flexibility,0.8071542382240295,1.5,0.7537051439285278,0,0.8464611768722534,2,0.8142253160476685,2.0,0.0032717734575271606
Supervisor Follower Development,0.7359123229980469,0.0,0.7107125520706177,0,0.7659323215484619,0,0.733502209186554,0.0,-0.07220570743083954
Supervisor Intellectual Stimulation,0.8394991755485535,0.6666666666666666,0.7845709323883057,0,0.8701744079589844,1,0.8637521862983704,1.0,0.006408721208572388
Supervisor Solicitation of Voice,0.8474501073360443,1.0,0.8330008387565613,1,0.8571803569793701,1,0.8498096168041229,1.0,0.004279099404811859
Supervisor Support for Recovery,0.8528585433959961,1.0,0.816120982170105,1,0.8815918564796448,1,0.8511455953121185,1.0,0.027930726607640583
Supervisor Team Building,0.670270586013794,0.4,0.6112902760505676,0,0.7382720708847046,2,0.6642904281616211,0.0,-0.15055850744247437
Supervisor Vision Communication,0.8824759125709534,0.75,0.8349250555038452,0,0.9678971171379089,1,0.8635407388210297,1.0,0.03089570254087448
Supervisor's Organizational Embodiment,0.7882675992117988,2.0,0.7454938292503357,2,0.8303318023681641,2,0.7856546640396118,2.0,0.03062212798330519
Supervisor-Triggered Newcomer Negative Affect,0.535815391689539,0.0,0.4690941274166107,0,0.6514648795127869,0,0.531814843416214,0.0,-0.19532734900712967
Supervisor-Triggered Newcomer Positive Affect,0.5266289971768856,0.0,0.45423072576522827,0,0.6231657266616821,0,0.5229656100273132,0.0,-0.22133158519864082
Supportive Voice (Burris),0.7736140936613083,0.0,0.7011444568634033,0,0.8362213969230652,0,0.7785452604293823,0.0,-0.07263985276222229
Supportive Voice (Maynes),0.8995660543441772,1.2,0.863445520401001,1,0.9276349544525146,2,0.902733325958252,1.0,0.07267470955848694
Synchrony Preference,0.7941854298114777,1.25,0.7628445625305176,1,0.843468189239502,2,0.7852144837379456,1.0,0.07741846889257431
Team Temporal Leadership,0.8424950582640511,0.14285714285714285,0.8226613998413086,0,0.8752134442329407,1,0.8380696773529053,0.0,-0.03855798499924796
Tendency to Gossip,0.8809150010347366,1.0,0.8719370365142822,1,0.900506317615509,1,0.8756083250045776,1.0,0.16949336975812912
Time Management Credits,0.7370274811983109,0.5,0.6538377404212952,0,0.8622869849205017,2,0.7159925997257233,0.0,-0.021758466958999634
Uniformity/Individualization Supervisor Behaviors,0.7361871123313903,0.2,0.6900733709335327,0,0.7794427871704102,1,0.7300013899803162,0.0,-0.05964924693107605
Victim Identity,0.7559495170911154,1.0,0.7336088418960571,1,0.7710793614387512,1,0.7631603479385376,1.0,-0.008659044901529947
Void Filling Stigmas,0.8744184374809265,2.0,0.8274257779121399,2,0.9290841817855835,2,0.8705818951129913,2.0,0.07300294190645218
Volunteering,0.8689569234848022,1.4,0.8174217939376831,1,0.9100158214569092,2,0.8690844178199768,1.0,0.06024079322814942
Voracity,0.8934551239013672,1.0,0.8536899089813232,1,0.926561713218689,1,0.897774875164032,1.0,0.14532458782196045
Wanderlust,0.8915724873542785,1.0,0.8673699498176575,1,0.9203202724456787,1,0.8931798934936523,1.0,0.0965867280960083
Work to Personal Conflict,0.8921256065368652,2.0,0.8565993309020996,2,0.9341116547584534,2,0.8781265020370483,2.0,0.027153825759887694
