,mean_focal,mean_focal_rank,min_focal,min_focal_rank,max_focal,max_focal_rank,median_focal,median_focal_rank,htd
Interactional Justice Clarity,0.8459797739982605,0.2,0.7816065549850464,0,0.8938111066818237,1,0.8603048920631409,0.0,-0.02289885878562927
Interest/Enjoyment Sales Self-Efficacy,0.7329385042190552,2.0,0.630668044090271,2,0.8860137462615967,2,0.69879150390625,2.0,0.03064977526664734
International Employee Identity,0.8448086827993393,2.0,0.7914509773254395,2,0.8994176387786865,2,0.8441830575466156,2.0,0.020403169095516205
Interpersonal Fairness Monitoring,0.8303677837053934,1.0,0.7642024755477905,1,0.8756717443466187,1,0.8382604122161865,1.0,0.03620734314123789
Intraorganizational employee navigation,0.7625927686691284,1.0,0.6094456315040588,1,0.8505830764770508,1,0.794685423374176,1.0,0.005631107091903687
Intrinsic Career Goal,0.9114031791687012,1.0,0.871254026889801,1,0.9376382827758789,1,0.9229683876037598,1.0,0.051427698135375975
Knowledge Stock,0.818246352672577,0.0,0.7536290287971497,0,0.8633913993835449,0,0.8220635056495667,0.0,-0.04232885837554932
Loss Orientation,0.83839550614357,1.0,0.739829957485199,1,0.9162172675132751,1,0.8597497642040253,1.0,0.035044461488723755
Moral Credits,0.7946481943130493,1.6,0.6380820274353027,1,0.8564331531524658,2,0.8295714855194092,2.0,0.007096713781356812
Moral Identification,0.8459267616271973,1.4,0.7299255728721619,0,0.9058306217193604,2,0.849888026714325,2.0,-0.0003890395164489746
Naiveté,0.8699595034122467,2.0,0.8636959195137024,2,0.875208854675293,2,0.8704666197299957,2.0,0.005407437682151794
Organizational Support for Development,0.9168988267580668,2.0,0.8954420685768127,2,0.932608425617218,2,0.9223248362541199,2.0,0.03723260760307312
Oscillation Orientation,0.8537837664286295,1.0,0.8133226633071899,1,0.9117097854614258,1,0.836318850517273,1.0,0.07078986366589864
Other Focus Credits,0.7599222660064697,0.5,0.7182047367095947,0,0.8269116878509521,1,0.747286319732666,0.5,-0.03414358198642731
Perceived Career Opportunity,0.9237155914306641,2.0,0.9105585813522339,2,0.9434131383895874,2,0.9171750545501709,2.0,0.07319784164428711
Performance Monitoring,0.5764155685901642,0.0,0.2646639943122864,0,0.7820874452590942,0,0.6294554173946381,0.0,-0.02953929826617241
Personal Life Motives,0.8491620421409607,1.0,0.7866038680076599,0,0.8964914083480835,2,0.8567764461040497,1.0,-0.013316705822944641
Personal Recognition by Supervisor,0.7814862877130508,0.25,0.7154216170310974,0,0.8347617387771606,1,0.7878808975219727,0.0,-0.029035963118076324
Personal to Family Conflict,0.8666458845138549,1.8,0.8089704513549805,1,0.9066237211227417,2,0.882450520992279,2.0,0.05478259325027466
Personal to Work Conflict,0.8861282706260681,0.8,0.8231467604637146,0,0.9376046657562256,1,0.894723653793335,1.0,0.05642170906066894
