,mean_focal,mean_focal_rank,min_focal,min_focal_rank,max_focal,max_focal_rank,median_focal,median_focal_rank,htd
Coworker Knowledge Utilization,0.0059727457507203026,0.0,0.003349660662934184,0,0.0076078916899859905,0,0.006960684899240732,0.0,-0.01459021920648714
Coworker Personal Growth ,0.005245581114043792,0.6666666666666666,0.003438549116253853,0,0.007149280048906803,2,0.00514891417697072,0.0,-0.012892615670959154
Coworker Project Qualities,0.026375104393810033,0.8,0.005209700204432011,0,0.07495187968015671,1,0.007276484742760658,1.0,0.012257061759009957
Coworker Star Qualities,0.021256420761346817,1.0,0.01235104724764824,0,0.032885923981666565,2,0.017820125445723534,1.0,0.0007346288301050663
Coworker Task Assistance,0.039752181308964886,1.0,0.012718039564788342,0,0.08197447657585144,2,0.024564027786254883,1.0,0.006375559450437625
Customer Unethical Behavior,0.004809298261534423,0.0,0.002052882220596075,0,0.009343755431473255,0,0.005125516559928656,0.0,-0.05390819668537006
Decision Control/Autonomy Supervisor Behavior,0.018033415180980228,0.5,0.0009441677830182016,0,0.06161171570420265,2,0.004788888618350029,0.0,-0.009916979252011515
Defensive Voice,0.017351414170116188,0.0,0.005997541360557079,0,0.027439285069704056,0,0.02279994823038578,0.0,-0.11261577615514398
Desire for Power,0.03752596636768431,0.7,0.0019851988181471825,0,0.14717018604278564,2,0.015425129793584347,1.0,-0.0843885711627081
Destructive Voice,0.011895123682916165,0.0,0.008330227807164192,0,0.017769712954759598,0,0.010760616511106491,0.0,-0.06326940236613154
Distance/Closeness Supervisor Behaviors,0.05811437888769433,1.0,0.0020839429926127195,0,0.17912425100803375,2,0.025624660775065422,1.0,0.039768021437339485
Distraction Stigmas,0.002774458465864882,0.0,0.001929422258399427,0,0.0035754921846091747,0,0.002796459710225463,0.0,-0.008852921455400065
Distributive Fairness Monitoring,0.0049003477208316324,0.8,0.0028292033821344376,0,0.009706448763608932,2,0.003986711613833904,0.0,-0.01448066250886768
Distributive Justice Clarity,0.062151328970988594,0.0,0.05252097174525261,0,0.07635309547185898,0,0.05757991969585419,0.0,-0.5916969465712706
Dominating Leader Behavior,0.504710299273332,1.6666666666666667,0.06260181218385696,1,0.8315416574478149,2,0.619987428188324,2.0,0.4253007009004553
Duty to Codes Orientation,0.04478980600833893,1.0,0.009414345026016235,0,0.11561157554388046,2,0.027066651731729507,1.0,-0.02068387344479561
Duty to Members Orientation,0.008384121669223532,0.75,0.0011587286135181785,0,0.014387634582817554,1,0.008995061740279198,1.0,-0.0014247498766053468
Duty to Mission Orientation,0.0053925965330563486,0.0,0.002601667307317257,0,0.013247787952423096,0,0.002860465436242521,0.0,-0.023382704181130975
Emphasizing Group Identity by Supervisor,0.06971555931959302,2.0,0.0018705331021919847,2,0.28538447618484497,2,0.009419426321983337,2.0,0.04684387722518295
Envisioning,0.02143375885983308,1.0,0.008012967184185982,1,0.038666415959596634,1,0.01762189343571663,1.0,0.009796584607101977
Equitable Organizational Practices,0.002641440322622657,0.8,0.00211198627948761,0,0.0037158012855798006,2,0.0023998667020350695,0.0,-0.006044479389674962
Ethical Values Credits,0.01022273872513324,0.75,0.002625236753374338,0,0.013365160673856735,1,0.012450278736650944,1.0,0.0003645841497927904
Evangelism Stigmas,0.005216991878114641,0.5,0.0012097206199541688,0,0.01643024943768978,2,0.0016139987274073064,0.0,-0.1546386240515858
Exclusion beliefs,0.44638489186763763,1.5,0.3747890293598175,1,0.5179807543754578,2,0.44638489186763763,1.5,0.3257269663736224
Expectation Reaction to Supervisor,0.22320338059216738,1.25,0.0352012999355793,1,0.363068550825119,2,0.2472718358039856,1.0,0.19898249610560015
Extrinsic Career Goal,0.01121014915406704,1.0,0.008424225263297558,0,0.01605500653386116,2,0.01018068240955472,1.0,-0.011769662552978843
Family Incivility,0.023831019643694162,0.0,0.009683809243142605,0,0.046342696994543076,0,0.020205773413181305,0.0,-0.07442814825723569
Family to Personal Conflict,0.003364207479171455,0.0,0.0018118509324267507,0,0.00479136873036623,0,0.0038163403514772654,0.0,-0.16796929326374083
Gender Determinism,0.03774575237184763,0.25,0.01716115139424801,0,0.09403757005929947,1,0.01989214401692152,0.0,-0.24434930458664894
Global Organizational Commitment,0.22166699543595314,1.0,0.13039331138134003,0,0.3766413629055023,2,0.1898166537284851,1.0,0.0018731658346951008
Idea Validation,0.02428346183151007,0.6,0.010234338231384754,0,0.04143432527780533,1,0.02637101709842682,1.0,-0.014569141156971454
Identity Strain,0.007178366370499134,1.2,0.002753176260739565,0,0.012454317882657051,2,0.0054572285152971745,2.0,-0.009214130695909262
Inclusion in Decision Making,0.0020628678612411022,0.0,0.0014856129419058561,0,0.002687981119379401,0,0.0020389386918395758,0.0,-0.0034674576891120523
Integration of Differences,0.003968217992223799,0.8333333333333334,0.0027959542348980904,0,0.005223871674388647,2,0.003869686392135918,0.5,-0.0038250350044108927
Interactional Justice Clarity,0.10234407037496566,1.0,0.0625704675912857,1,0.14683577418327332,1,0.09445266425609589,1.0,0.09486729872878641
Interest/Enjoyment Sales Self-Efficacy,0.3162903517484665,1.0,0.039613135159015656,1,0.6370328664779663,1,0.3649093508720398,1.0,0.25510281247552485
International Employee Identity,0.013339693046873435,0.0,0.0018311137100681663,0,0.03274250403046608,0,0.009392577223479748,0.0,-0.01761040711426176
Interpersonal Fairness Monitoring,0.01366446167230606,1.3333333333333333,0.010222941637039185,0,0.016161229461431503,2,0.014089003670960665,2.0,-0.012153278551219652
Intraorganizational employee navigation,0.06321844020858407,1.8,0.0056205433793365955,1,0.16882416605949402,2,0.05640863627195358,2.0,0.041181218111887574
Intrinsic Career Goal,0.02448867857456207,1.2,0.01730366237461567,1,0.03349921107292175,2,0.02066347375512123,1.0,0.010747741558589041
Knowledge Stock,0.02485318258404732,1.0,0.017226580530405045,1,0.034496862441301346,1,0.025473276153206825,1.0,0.016610439238138496
