,mean_focal,mean_focal_rank,min_focal,min_focal_rank,max_focal,max_focal_rank,median_focal,median_focal_rank,htd
Coworker Star Qualities,0.04561503854656621,1.6,1.050358605425572e-05,0,0.22533133625984192,2,1.9695622540893964e-05,2.0,0.0438150953911645
Coworker Task Assistance,0.34042053861776367,1.0,0.00010278652189299464,0,0.9954310655593872,2,0.025727763772010803,1.0,0.33113155686411727
Customer Unethical Behavior,0.990444116294384,1.875,0.9709105491638184,1,0.9997848868370056,2,0.9909539520740509,2.0,0.9904025624343262
Decision Control/Autonomy Supervisor Behavior,0.2925242762430571,1.75,0.0031270121689885855,1,0.980249285697937,2,0.0933604035526514,2.0,0.2925083567004094
Defensive Voice,0.5883747428655625,1.0,0.18940140306949615,1,0.9538075923919678,1,0.5431845784187317,1.0,0.5882229373082737
Desire for Power,0.0001549822853121441,1.9,1.4262703189160675e-05,1,0.0008862894610501826,2,2.917713027272839e-05,2.0,0.00013954748937976546
Destructive Voice,0.07040464508318109,1.8,5.464880814542994e-05,1,0.3469783365726471,2,0.0012715884950011969,2.0,0.0701154579550348
Distance/Closeness Supervisor Behaviors,0.498463218100369,2.0,0.04352420195937157,2,0.9328392148017883,2,0.508744727820158,2.0,0.4886478387338684
Distraction Stigmas,0.1763801543165755,1.75,1.6539779608137906e-05,1,0.6740903854370117,2,0.01570684602484107,2.0,0.17634363393835883
Distributive Fairness Monitoring,0.544575621560216,2.0,0.026608029380440712,2,0.9740951061248779,2,0.4205307960510254,2.0,0.5445562855744356
Distributive Justice Clarity,2.802170153396825e-05,2.0,2.53479192906525e-05,2,3.0004677682882175e-05,2,2.8712507628370076e-05,2.0,6.376595138135599e-06
Dominating Leader Behavior,0.0027473175044481954,1.3333333333333333,0.0010915732709690928,1,0.0056492299772799015,2,0.0015011492650955915,1.0,0.0027273788746242644
Duty to Codes Orientation,0.283008476631494,1.75,3.0071822038735263e-05,1,0.609061598777771,2,0.2614711179630831,2.0,0.28293994125840527
Duty to Members Orientation,0.2691677679249551,1.0,0.0005396570777520537,1,0.8174729347229004,1,0.129329239949584,1.0,0.26909946417686115
Duty to Mission Orientation,0.4915113344029578,2.0,1.520744899607962e-05,2,0.9903671741485596,2,0.4878314780071378,2.0,0.49148518106198935
