,mean_focal,mean_focal_rank,min_focal,min_focal_rank,max_focal,max_focal_rank,median_focal,median_focal_rank,htd
Restoration Orientation,0.36364618440469104,1.5,0.17192929983139038,0,0.5480575561523438,2,0.3629232197999954,2.0,-0.009199288984139761
Self-Righteousness Stigmas,0.7600748091936111,1.75,0.7039660215377808,1,0.8572933673858643,2,0.7395199239253998,2.0,0.36053823307156563
Self-Verification Striving,0.5304042398929596,1.125,0.4156131446361542,1,0.6667493581771851,2,0.5113575160503387,1.0,0.30536325089633465
Self/Other Centeredness Supervisor Behaviors,0.46189822554588317,1.2,0.2812111973762512,1,0.5525810718536377,2,0.48332569003105164,1.0,0.018800225853919984
Sense of Community Credits,0.7994684725999832,2.0,0.6412762403488159,2,0.9663132429122925,2,0.7951422035694122,2.0,0.3479211889207363
Shame,0.5351816117763519,1.75,0.24116873741149902,1,0.6382535696029663,2,0.6306520700454712,2.0,0.1513582356274128
Skill/ability sales self-efficacy,0.5106311738491058,1.0,0.31493106484413147,1,0.6968846321105957,1,0.5110701322555542,1.0,0.3323048405349255
Social Exchange Relationship,0.4200671389698982,2.0,0.35050517320632935,2,0.46430617570877075,2,0.4327286034822464,2.0,-0.017456939443945885
State Gratitude,0.5000989973545075,1.0,0.36639392375946045,1,0.6619820594787598,1,0.45252925157546997,1.0,0.19169353693723679
Subjective Social Class,0.17773755143086115,0.0,0.09670053422451019,0,0.22556240856647491,0,0.19058097153902054,0.0,-0.2163794661561648
Superficial Reaction to Supervisor,0.2591422572731972,1.1666666666666667,0.2004837989807129,1,0.32243072986602783,2,0.2652425393462181,1.0,-0.0038867120941480002
Supervisor Enforcing Work Requirements/Flexibility,0.5207060351967812,2.0,0.42851710319519043,2,0.6993571519851685,2,0.4774749428033829,2.0,0.16348371468484402
Supervisor Follower Development,0.537038266658783,1.5,0.4359291195869446,1,0.6356146335601807,2,0.5383046567440033,1.5,0.02560461312532425
Supervisor Intellectual Stimulation,0.553448498249054,1.3333333333333333,0.45840251445770264,1,0.6318717002868652,2,0.570071280002594,1.0,0.06598011652628581
