validity_metric,nlp_metric,r,p,model
alpha,max,0.15767805062080115,0.09683577295762705,word_ft_cosine
psa,mean,-0.024717529322069078,0.7958739111384076,word_ft_cosine
psa,median,-0.010860901516052367,0.9095113959922985,word_ft_cosine
psa,std,0.003543845066652007,0.9704181082332075,word_ft_cosine
psa,min,0.016753041897366462,0.8608275518228882,word_ft_cosine
psa,max,-0.0481697143830207,0.6140124032005098,word_ft_cosine
csv,mean,-0.023664309643584663,0.8043938843865808,word_ft_cosine
csv,median,-0.008989269195264164,0.9250550402488078,word_ft_cosine
csv,std,0.0027125564208943034,0.9773550874173643,word_ft_cosine
csv,min,0.016693619280829845,0.8613162508150013,word_ft_cosine
csv,max,-0.048460665737493115,0.6118711869985756,word_ft_cosine
htc,mean,0.06910726260227933,0.4690509916803342,word_ft_cosine
htc,median,0.08002110302329349,0.4016324271481648,word_ft_cosine
htc,std,-0.06685139397922227,0.48371765268337763,word_ft_cosine
htc,min,0.07983247989386016,0.40274658345588105,word_ft_cosine
htc,max,-0.09332615939891062,0.3277138049330126,word_ft_cosine
htd,mean,0.003625258825871655,0.9697388328994585,word_ft_cosine
htd,median,0.037062522572557606,0.6980412144367132,word_ft_cosine
htd,std,-0.007784249447035256,0.9350778877045594,word_ft_cosine
htd,min,0.0056851488244329534,0.9525606623471794,word_ft_cosine
htd,max,-0.033085112011703305,0.7291122155021459,word_ft_cosine
alpha,mean,-0.05563811496964119,0.5601192089669209,word_ft_wmd
alpha,median,-0.04527817561504015,0.6354665563789114,word_ft_wmd
alpha,std,0.24235333656122643,0.010036905506274568,word_ft_wmd
alpha,min,-0.2372043846499044,0.011794884690988144,word_ft_wmd
alpha,max,0.03944980924403608,0.6796251538650077,word_ft_wmd
psa,mean,-0.11178553308257286,0.24062056304867424,word_ft_wmd
psa,median,-0.1375212105131739,0.14819399856286838,word_ft_wmd
psa,std,-0.04405435863662245,0.6446399176777372,word_ft_wmd
psa,min,-0.07165463206265339,0.45278508952739266,word_ft_wmd
psa,max,-0.10301340461627154,0.2797684898683762,word_ft_wmd
csv,mean,-0.11180165462355027,0.24055231163761034,word_ft_wmd
csv,median,-0.1381677666777354,0.14627817042355576,word_ft_wmd
csv,std,-0.049729807173335305,0.6025695001096345,word_ft_wmd
csv,min,-0.06886282123817007,0.47062842683699607,word_ft_wmd
csv,max,-0.10314924009692246,0.27913149642640905,word_ft_wmd
htc,mean,-0.1281312106569833,0.17818718945038903,word_ft_wmd
htc,median,-0.1428873447559078,0.13285543837216993,word_ft_wmd
htc,std,-0.04555308438633436,0.6334134261318534,word_ft_wmd
htc,min,-0.034232272786104835,0.7201029889279895,word_ft_wmd
htc,max,-0.11931002771938562,0.2102149863671989,word_ft_wmd
htd,mean,-0.09253516854504389,0.33184816187619276,word_ft_wmd
htd,median,-0.12691854470666472,0.18236423077388447,word_ft_wmd
htd,std,-0.0497311042706573,0.6025600257299923,word_ft_wmd
htd,min,-0.057930257083002784,0.5440445177624176,word_ft_wmd
htd,max,-0.05836299574788191,0.541035332572315,word_ft_wmd
alpha,mean,0.030693525539546202,0.7480123304396361,word_glove_cosine
alpha,median,0.0394230993868535,0.6798301847867373,word_glove_cosine
