,mean,median,std,min,max
Global Organizational Commitment,0.44893463183435983,0.5061377819887035,0.14897639266966647,0.1222890613179746,0.5494801434344748
Idea Validation,0.662088811002142,0.6576962976920808,0.07109965597750345,0.5394305793467742,0.7720233013531692
Identity Strain,0.7776703467686045,0.7787681013715864,0.081726368575943,0.6341763171610438,0.9344802890138701
Inclusion in Decision Making,0.8297592503830633,0.8329129591307031,0.10186540250061474,0.6874205688503766,0.9535082346587769
Integration of Differences,0.7884983164245459,0.8100622746692049,0.08699265819267274,0.6134603604019403,0.9246568992953378
Interactional Justice Clarity,0.4832863156249137,0.48939401947645794,0.04867668871754063,0.40184337440544426,0.5421020216060793
Interest/Enjoyment Sales Self-Efficacy,0.8266548960852631,0.8514462403924798,0.181339181049136,0.33301766034475466,0.9840591975752765
International Employee Identity,0.8221546313984717,0.8294310444446311,0.09968733462417645,0.6424340826706959,0.9414932755215961
Interpersonal Fairness Monitoring,0.5380987419104982,0.5094296574670354,0.16124274730192625,0.21573127128386277,0.7648186569427863
Intraorganizational employee navigation,0.7583044905746719,0.7709611129105977,0.05744150639777914,0.6751681605453942,0.8390869864586213
Intrinsic Career Goal,0.7386555255330609,0.8752520806649347,0.21326743383705382,0.29460870753379526,0.963605158560259
Knowledge Stock,0.4865467028683336,0.5130138910887814,0.07383875959966144,0.3397588803637629,0.5682470382686413
Loss Orientation,0.6124754859652856,0.6010490723869965,0.06483393168125562,0.5057810297251174,0.7195766724552491
Moral Credits,0.7810358102038802,0.7855733726087746,0.10141368757542198,0.6034640614645093,0.9993967002029495
Moral Identification,0.5699963000738129,0.5822989030898118,0.14334855135683028,0.3677082254786434,0.8316843824081369
Naiveté,0.08219000254963135,0.07774117123590121,0.008770963573056052,0.0740912590491981,0.09503287130882825
Organizational Support for Development,0.46540447051605305,0.4702215084020593,0.14040907816683715,0.16488494882989618,0.681527555701881
Oscillation Orientation,0.6242537613895892,0.5942514400238742,0.06846667890060958,0.5595277327703021,0.7189821113745917
Other Focus Credits,0.4351956013280503,0.49163415428571994,0.13183684933921422,0.1413371698466145,0.5070923094842061
Perceived Career Opportunity,0.504059929004207,0.5940001468351046,0.16578839846770022,0.27157513396490973,0.6466045062126069
Performance Monitoring,0.7851913516000533,0.8070871662755501,0.06567035866520952,0.652708799023833,0.8403056040216702
Personal Life Motives,0.4627537607392569,0.45139547400458135,0.07146696481294326,0.3873099963718249,0.5566691109873882
Personal Recognition by Supervisor,0.6619698917844525,0.6575681868444966,0.09438284814827134,0.5338300586802389,0.8254157059521993
Personal to Family Conflict,0.7293714699142141,0.732584514824922,0.1021449766755798,0.5447401517795788,0.8653793008634822
Personal to Work Conflict,0.7266194291370061,0.7203859429553021,0.08173936255668715,0.6368733263555266,0.8846277990742234
Planning,0.5428507232869563,0.5795169281541149,0.06588211651270715,0.45033964582189917,0.5986955958848548
Procedural Fairness Monitoring,0.5214306755309862,0.5082038376255107,0.08622778671309062,0.40255976993096415,0.690899185149976
Procedural Justice Clarity,0.3886422987684462,0.4185264813232292,0.10396810736848877,0.16755815046537073,0.4956465532880415
Productivity Motives,0.5242438776359577,0.517622957351672,0.07823979918980234,0.43190225036317403,0.623206425193027
