,mean_focal,min_focal,max_focal,median_focal
Intrinsic motivation,0.9901913404464722,0.9901913404464722,0.9901913404464722,0.9901913404464722
Intuitive decision-making style,0.991722047328949,0.991722047328949,0.991722047328949,0.991722047328949
Job insecurity,0.9828923940658569,0.9828923940658569,0.9828923940658569,0.9828923940658569
Job self-efficacy,0.9883512854576111,0.9883512854576111,0.9883512854576111,0.9883512854576111
Leader avoidant conflict behaviors,0.9851861596107483,0.9851861596107483,0.9851861596107483,0.9851861596107483
Leader collaborative conflict behaviors,0.9903789758682251,0.9903789758682251,0.9903789758682251,0.9903789758682251
Leader dominating conflict behaviors,0.985034704208374,0.985034704208374,0.985034704208374,0.985034704208374
Leadership self-identity,0.9479284882545471,0.9479284882545471,0.9479284882545471,0.9479284882545471
Learning goal orientation,0.9908096790313721,0.9908096790313721,0.9908096790313721,0.9908096790313721
Loneliness,0.9682714343070984,0.9682714343070984,0.9682714343070984,0.9682714343070984
Managerial responsibility stress,0.9879142642021179,0.9879142642021179,0.9879142642021179,0.9879142642021179
Meaning,0.9821255207061768,0.9821255207061768,0.9821255207061768,0.9821255207061768
Meeting effectiveness,0.9832126498222351,0.9832126498222351,0.9832126498222351,0.9832126498222351
Mental fatigue,0.9863638281822205,0.9863638281822205,0.9863638281822205,0.9863638281822205
Needs-supplies job fit,0.987556517124176,0.987556517124176,0.987556517124176,0.987556517124176
Negative effort-reward imbalance,0.9779717922210693,0.9779717922210693,0.9779717922210693,0.9779717922210693
Normative commitment,0.9912562370300293,0.9912562370300293,0.9912562370300293,0.9912562370300293
Organizational politics,0.9859831929206848,0.9859831929206848,0.9859831929206848,0.9859831929206848
Organizational reputation,0.9884327054023743,0.9884327054023743,0.9884327054023743,0.9884327054023743
Ostracism,0.9905152320861816,0.9905152320861816,0.9905152320861816,0.9905152320861816
Perceived Leader effectiveness,0.9886870384216309,0.9886870384216309,0.9886870384216309,0.9886870384216309
Perceived contract breach,0.9881628155708313,0.9881628155708313,0.9881628155708313,0.9881628155708313
Perceived organizational support,0.9907770156860352,0.9907770156860352,0.9907770156860352,0.9907770156860352
Perceived overqualification,0.9883054494857788,0.9883054494857788,0.9883054494857788,0.9883054494857788
Performance goal orientation,0.985740602016449,0.985740602016449,0.985740602016449,0.985740602016449
Person-organization fit,0.9852026104927063,0.9852026104927063,0.9852026104927063,0.9852026104927063
Perspective-taking,0.9849258065223694,0.9849258065223694,0.9849258065223694,0.9849258065223694
Pessimism of organizational change,0.9792822599411011,0.9792822599411011,0.9792822599411011,0.9792822599411011
Physical fatigue,0.9880736470222473,0.9880736470222473,0.9880736470222473,0.9880736470222473
Preference for group work,0.9835109710693359,0.9835109710693359,0.9835109710693359,0.9835109710693359
Procedural justice,0.9843937754631042,0.9843937754631042,0.9843937754631042,0.9843937754631042
Prosocial identity,0.9867623448371887,0.9867623448371887,0.9867623448371887,0.9867623448371887
Prosocial motivation,0.9899795055389404,0.9899795055389404,0.9899795055389404,0.9899795055389404
Quality of group experience,0.9646204710006714,0.9646204710006714,0.9646204710006714,0.9646204710006714
Quantitative workload,0.9761408567428589,0.9761408567428589,0.9761408567428589,0.9761408567428589
Rational decision-making style,0.9903504252433777,0.9903504252433777,0.9903504252433777,0.9903504252433777
Relationship conflict,0.9839087128639221,0.9839087128639221,0.9839087128639221,0.9839087128639221
Resources,0.9882969260215759,0.9882969260215759,0.9882969260215759,0.9882969260215759
Role conflict,0.9839287996292114,0.9839287996292114,0.9839287996292114,0.9839287996292114
Rumination (negative),0.9854534864425659,0.9854534864425659,0.9854534864425659,0.9854534864425659
Self-initiated work breaks,0.9894088506698608,0.9894088506698608,0.9894088506698608,0.9894088506698608
Subjective monotony,0.9541295766830444,0.9541295766830444,0.9541295766830444,0.9541295766830444
Subjective stress,0.9728504419326782,0.9728504419326782,0.9728504419326782,0.9728504419326782
Supervisor competence,0.9877512454986572,0.9877512454986572,0.9877512454986572,0.9877512454986572
Supervisor warmth,0.9902833700180054,0.9902833700180054,0.9902833700180054,0.9902833700180054
Surface acting,0.9835177659988403,0.9835177659988403,0.9835177659988403,0.9835177659988403
Task conflict,0.9732627272605896,0.9732627272605896,0.9732627272605896,0.9732627272605896
Task interdependence,0.9843871593475342,0.9843871593475342,0.9843871593475342,0.9843871593475342
Team self-management,0.9867464900016785,0.9867464900016785,0.9867464900016785,0.9867464900016785
Team workload sharing,0.9884435534477234,0.9884435534477234,0.9884435534477234,0.9884435534477234
Time pressure,0.9897318482398987,0.9897318482398987,0.9897318482398987,0.9897318482398987
Training climate,0.9915771484375,0.9915771484375,0.9915771484375,0.9915771484375
Trust in supervisor,0.9876281023025513,0.9876281023025513,0.9876281023025513,0.9876281023025513
Unnecessary illegitimate tasks,0.9915624260902405,0.9915624260902405,0.9915624260902405,0.9915624260902405
Unreasonable illegitimate tasks,0.9902774691581726,0.9902774691581726,0.9902774691581726,0.9902774691581726
Welfare climate,0.9914701581001282,0.9914701581001282,0.9914701581001282,0.9914701581001282
Work authenticity,0.9911336302757263,0.9911336302757263,0.9911336302757263,0.9911336302757263
Work frustration,0.974864661693573,0.974864661693573,0.974864661693573,0.974864661693573
Work hypercompetitive,0.988587498664856,0.988587498664856,0.988587498664856,0.988587498664856
Work pressure,0.9741063117980957,0.9741063117980957,0.9741063117980957,0.9741063117980957
