,mean_focal,min_focal,max_focal,median_focal
Extrinsic motivation,0.6994077739136251,0.6994077739136251,0.6994077739136251,0.6994077739136251
Face-time orientation,0.8593226098769868,0.8593226098769868,0.8593226098769868,0.8593226098769868
Family authenticity,0.4699885803202852,0.4699885803202852,0.4699885803202852,0.4699885803202852
Family motivation,0.7637912282572205,0.7637912282572205,0.7637912282572205,0.7637912282572205
Formalization climate,0.747348137421042,0.747348137421042,0.747348137421042,0.747348137421042
Goal focused leadership,0.7975899082036858,0.7975899082036858,0.7975899082036858,0.7975899082036858
Informational justice,0.8328465616715658,0.8328465616715658,0.8328465616715658,0.8328465616715658
Innovation climate,0.6476252445221571,0.6476252445221571,0.6476252445221571,0.6476252445221571
Interpersonal justice,0.6973973796462783,0.6973973796462783,0.6973973796462783,0.6973973796462783
Intrinsic motivation,0.7275453312084363,0.7275453312084363,0.7275453312084363,0.7275453312084363
Intuitive decision-making style,0.6172069991327938,0.6172069991327938,0.6172069991327938,0.6172069991327938
Job insecurity,0.9214767462727538,0.9214767462727538,0.9214767462727538,0.9214767462727538
Job self-efficacy,0.6518720112868828,0.6518720112868828,0.6518720112868828,0.6518720112868828
Leader avoidant conflict behaviors,0.9842706603606396,0.9842706603606396,0.9842706603606396,0.9842706603606396
Leader collaborative conflict behaviors,0.7711269215583242,0.7711269215583242,0.7711269215583242,0.7711269215583242
Leader dominating conflict behaviors,0.8128878416358055,0.8128878416358055,0.8128878416358055,0.8128878416358055
Leadership self-identity,0.960485050938193,0.960485050938193,0.960485050938193,0.960485050938193
Learning goal orientation,0.6534805622214006,0.6534805622214006,0.6534805622214006,0.6534805622214006
Loneliness,0.9055630086811585,0.9055630086811585,0.9055630086811585,0.9055630086811585
Managerial responsibility stress,0.6322748417415115,0.6322748417415115,0.6322748417415115,0.6322748417415115
Meaning,0.9162549889954791,0.9162549889954791,0.9162549889954791,0.9162549889954791
Meeting effectiveness,0.7595822833256216,0.7595822833256216,0.7595822833256216,0.7595822833256216
Mental fatigue,0.5452814272974806,0.5452814272974806,0.5452814272974806,0.5452814272974806
Needs-supplies job fit,0.8216386798814969,0.8216386798814969,0.8216386798814969,0.8216386798814969
Negative effort-reward imbalance,1.0293804303672929,1.0293804303672929,1.0293804303672929,1.0293804303672929
Normative commitment,0.8382395807335932,0.8382395807335932,0.8382395807335932,0.8382395807335932
Organizational politics,0.8968881769079339,0.8968881769079339,0.8968881769079339,0.8968881769079339
Organizational reputation,0.8195662240003575,0.8195662240003575,0.8195662240003575,0.8195662240003575
Ostracism,0.6706039756631551,0.6706039756631551,0.6706039756631551,0.6706039756631551
Perceived Leader effectiveness,0.7475185439236514,0.7475185439236514,0.7475185439236514,0.7475185439236514
Perceived contract breach,0.9445137010400041,0.9445137010400041,0.9445137010400041,0.9445137010400041
Perceived organizational support,0.9087348089525791,0.9087348089525791,0.9087348089525791,0.9087348089525791
Perceived overqualification,0.9870741416976299,0.9870741416976299,0.9870741416976299,0.9870741416976299
Performance goal orientation,0.8579949805586098,0.8579949805586098,0.8579949805586098,0.8579949805586098
Person-organization fit,0.8823573730057166,0.8823573730057166,0.8823573730057166,0.8823573730057166
Perspective-taking,0.6748281052499382,0.6748281052499382,0.6748281052499382,0.6748281052499382
Pessimism of organizational change,0.6666523887238192,0.6666523887238192,0.6666523887238192,0.6666523887238192
Physical fatigue,0.5319986992959127,0.5319986992959127,0.5319986992959127,0.5319986992959127
Preference for group work,0.721794141726988,0.721794141726988,0.721794141726988,0.721794141726988
Procedural justice,0.7584983060885626,0.7584983060885626,0.7584983060885626,0.7584983060885626
Prosocial identity,0.86082646653227,0.86082646653227,0.86082646653227,0.86082646653227
Prosocial motivation,0.6397246393045278,0.6397246393045278,0.6397246393045278,0.6397246393045278
Quality of group experience,0.8845405505460323,0.8845405505460323,0.8845405505460323,0.8845405505460323
Quantitative workload,0.9668528665327016,0.9668528665327016,0.9668528665327016,0.9668528665327016
Rational decision-making style,0.8149857210169813,0.8149857210169813,0.8149857210169813,0.8149857210169813
Relationship conflict,0.7013447092534745,0.7013447092534745,0.7013447092534745,0.7013447092534745
Resources,0.8630188899188886,0.8630188899188886,0.8630188899188886,0.8630188899188886
Role conflict,0.8122417523584401,0.8122417523584401,0.8122417523584401,0.8122417523584401
Rumination (negative),0.8288284158302394,0.8288284158302394,0.8288284158302394,0.8288284158302394
