,mean_focal,min_focal,max_focal,median_focal
Self-initiated work breaks,0.6143395304679871,0.6143395304679871,0.6143395304679871,0.6143395304679871
Subjective monotony,0.6503912210464478,0.6503912210464478,0.6503912210464478,0.6503912210464478
Subjective stress,0.5932645797729492,0.5932645797729492,0.5932645797729492,0.5932645797729492
Supervisor competence,0.7966989278793335,0.7966989278793335,0.7966989278793335,0.7966989278793335
Supervisor warmth,0.7307446599006653,0.7307446599006653,0.7307446599006653,0.7307446599006653
Surface acting,0.7043263912200928,0.7043263912200928,0.7043263912200928,0.7043263912200928
Task conflict,0.6793577671051025,0.6793577671051025,0.6793577671051025,0.6793577671051025
Task interdependence,0.6228350400924683,0.6228350400924683,0.6228350400924683,0.6228350400924683
Team self-management,0.6732585430145264,0.6732585430145264,0.6732585430145264,0.6732585430145264
Team workload sharing,0.7463424205780029,0.7463424205780029,0.7463424205780029,0.7463424205780029
Time pressure,0.7503349781036377,0.7503349781036377,0.7503349781036377,0.7503349781036377
Training climate,0.7303465008735657,0.7303465008735657,0.7303465008735657,0.7303465008735657
Trust in supervisor,0.5649141669273376,0.5649141669273376,0.5649141669273376,0.5649141669273376
Unnecessary illegitimate tasks,0.9042379856109619,0.9042379856109619,0.9042379856109619,0.9042379856109619
Unreasonable illegitimate tasks,0.772318959236145,0.772318959236145,0.772318959236145,0.772318959236145
Welfare climate,0.8408811092376709,0.8408811092376709,0.8408811092376709,0.8408811092376709
Work authenticity,0.8486562967300415,0.8486562967300415,0.8486562967300415,0.8486562967300415
Work frustration,0.7273656129837036,0.7273656129837036,0.7273656129837036,0.7273656129837036
Work hypercompetitive,0.7767559289932251,0.7767559289932251,0.7767559289932251,0.7767559289932251
Work pressure,0.6932169198989868,0.6932169198989868,0.6932169198989868,0.6932169198989868
