,mean_focal,min_focal,max_focal,median_focal
Perceived contract breach,0.5188660621643066,0.5188660621643066,0.5188660621643066,0.5188660621643066
Perceived organizational support,0.5877435803413391,0.5877435803413391,0.5877435803413391,0.5877435803413391
Perceived overqualification,0.6081185340881348,0.6081185340881348,0.6081185340881348,0.6081185340881348
Performance goal orientation,0.690028190612793,0.690028190612793,0.690028190612793,0.690028190612793
Person-organization fit,0.6281638741493225,0.6281638741493225,0.6281638741493225,0.6281638741493225
Perspective-taking,0.68039870262146,0.68039870262146,0.68039870262146,0.68039870262146
Pessimism of organizational change,0.6432643532752991,0.6432643532752991,0.6432643532752991,0.6432643532752991
Physical fatigue,0.8737591505050659,0.8737591505050659,0.8737591505050659,0.8737591505050659
Preference for group work,0.6831107139587402,0.6831107139587402,0.6831107139587402,0.6831107139587402
Procedural justice,0.6987295150756836,0.6987295150756836,0.6987295150756836,0.6987295150756836
Prosocial identity,0.4607744812965393,0.4607744812965393,0.4607744812965393,0.4607744812965393
Prosocial motivation,0.7767235636711121,0.7767235636711121,0.7767235636711121,0.7767235636711121
Quality of group experience,0.5158623456954956,0.5158623456954956,0.5158623456954956,0.5158623456954956
Quantitative workload,0.5679800510406494,0.5679800510406494,0.5679800510406494,0.5679800510406494
Rational decision-making style,0.7313001751899719,0.7313001751899719,0.7313001751899719,0.7313001751899719
Relationship conflict,0.526097297668457,0.526097297668457,0.526097297668457,0.526097297668457
Resources,0.6563912630081177,0.6563912630081177,0.6563912630081177,0.6563912630081177
Role conflict,0.6652204990386963,0.6652204990386963,0.6652204990386963,0.6652204990386963
Rumination (negative),0.6227871775627136,0.6227871775627136,0.6227871775627136,0.6227871775627136
Self-initiated work breaks,0.7643980979919434,0.7643980979919434,0.7643980979919434,0.7643980979919434
Subjective monotony,0.6281777620315552,0.6281777620315552,0.6281777620315552,0.6281777620315552
Subjective stress,0.7423421740531921,0.7423421740531921,0.7423421740531921,0.7423421740531921
Supervisor competence,0.7020359635353088,0.7020359635353088,0.7020359635353088,0.7020359635353088
Supervisor warmth,0.7971905469894409,0.7971905469894409,0.7971905469894409,0.7971905469894409
Surface acting,0.6287919282913208,0.6287919282913208,0.6287919282913208,0.6287919282913208
Task conflict,0.4797489047050476,0.4797489047050476,0.4797489047050476,0.4797489047050476
Task interdependence,0.5150222182273865,0.5150222182273865,0.5150222182273865,0.5150222182273865
Team self-management,0.5324437022209167,0.5324437022209167,0.5324437022209167,0.5324437022209167
Team workload sharing,0.5450500249862671,0.5450500249862671,0.5450500249862671,0.5450500249862671
Time pressure,0.7365172505378723,0.7365172505378723,0.7365172505378723,0.7365172505378723
Training climate,0.7858062982559204,0.7858062982559204,0.7858062982559204,0.7858062982559204
Trust in supervisor,0.7632279992103577,0.7632279992103577,0.7632279992103577,0.7632279992103577
Unnecessary illegitimate tasks,0.7755473852157593,0.7755473852157593,0.7755473852157593,0.7755473852157593
Unreasonable illegitimate tasks,0.7477114796638489,0.7477114796638489,0.7477114796638489,0.7477114796638489
Welfare climate,0.728014349937439,0.728014349937439,0.728014349937439,0.728014349937439
Work authenticity,0.8210411071777344,0.8210411071777344,0.8210411071777344,0.8210411071777344
Work frustration,0.8038711547851562,0.8038711547851562,0.8038711547851562,0.8038711547851562
Work hypercompetitive,0.8130636811256409,0.8130636811256409,0.8130636811256409,0.8130636811256409
Work pressure,0.777837872505188,0.777837872505188,0.777837872505188,0.777837872505188
