,mean_focal,min_focal,max_focal,median_focal
Self-initiated work breaks,0.11317464587602824,0.11317464587602824,0.11317464587602824,0.11317464587602824
Subjective monotony,0.13908478299346036,0.13908478299346036,0.13908478299346036,0.13908478299346036
Subjective stress,0.1886631213434786,0.1886631213434786,0.1886631213434786,0.1886631213434786
Supervisor competence,0.48635078358784306,0.48635078358784306,0.48635078358784306,0.48635078358784306
Supervisor warmth,0.49995852278580205,0.49995852278580205,0.49995852278580205,0.49995852278580205
Surface acting,0.26566403630664803,0.26566403630664803,0.26566403630664803,0.26566403630664803
Task conflict,0.043385424190814856,0.043385424190814856,0.043385424190814856,0.043385424190814856
Task interdependence,0.07625773002155677,0.07625773002155677,0.07625773002155677,0.07625773002155677
Team self-management,0.19280107810232888,0.19280107810232888,0.19280107810232888,0.19280107810232888
Team workload sharing,0.28693330785552573,0.28693330785552573,0.28693330785552573,0.28693330785552573
Time pressure,0.24101684265659476,0.24101684265659476,0.24101684265659476,0.24101684265659476
Training climate,0.2840247809309249,0.2840247809309249,0.2840247809309249,0.2840247809309249
Trust in supervisor,0.42694586014541824,0.42694586014541824,0.42694586014541824,0.42694586014541824
Unnecessary illegitimate tasks,0.5518738582646004,0.5518738582646004,0.5518738582646004,0.5518738582646004
Unreasonable illegitimate tasks,0.27733372072418055,0.27733372072418055,0.27733372072418055,0.27733372072418055
Welfare climate,0.6810279707331772,0.6810279707331772,0.6810279707331772,0.6810279707331772
Work authenticity,0.5853747603767534,0.5853747603767534,0.5853747603767534,0.5853747603767534
Work frustration,0.07234466323615622,0.07234466323615622,0.07234466323615622,0.07234466323615622
Work hypercompetitive,0.5435878641758445,0.5435878641758445,0.5435878641758445,0.5435878641758445
Work pressure,0.13909360153103184,0.13909360153103184,0.13909360153103184,0.13909360153103184
