,mean_focal,min_focal,max_focal,median_focal
Goal focused leadership,0.9680184721946716,0.9680184721946716,0.9680184721946716,0.9680184721946716
Informational justice,0.7921441793441772,0.7921441793441772,0.7921441793441772,0.7921441793441772
Innovation climate,0.9208806753158569,0.9208806753158569,0.9208806753158569,0.9208806753158569
Interpersonal justice,0.9294101595878601,0.9294101595878601,0.9294101595878601,0.9294101595878601
Intrinsic motivation,0.5765014290809631,0.5765014290809631,0.5765014290809631,0.5765014290809631
Intuitive decision-making style,0.7727154493331909,0.7727154493331909,0.7727154493331909,0.7727154493331909
Job insecurity,0.9258084893226624,0.9258084893226624,0.9258084893226624,0.9258084893226624
Job self-efficacy,0.7818024158477783,0.7818024158477783,0.7818024158477783,0.7818024158477783
Leader avoidant conflict behaviors,0.846129834651947,0.846129834651947,0.846129834651947,0.846129834651947
Leader collaborative conflict behaviors,0.38235747814178467,0.38235747814178467,0.38235747814178467,0.38235747814178467
Leader dominating conflict behaviors,0.29980215430259705,0.29980215430259705,0.29980215430259705,0.29980215430259705
Leadership self-identity,0.8403694033622742,0.8403694033622742,0.8403694033622742,0.8403694033622742
Learning goal orientation,0.834613561630249,0.834613561630249,0.834613561630249,0.834613561630249
Loneliness,0.5302172303199768,0.5302172303199768,0.5302172303199768,0.5302172303199768
Managerial responsibility stress,0.3541649878025055,0.3541649878025055,0.3541649878025055,0.3541649878025055
Meaning,0.9123461842536926,0.9123461842536926,0.9123461842536926,0.9123461842536926
Meeting effectiveness,0.9596689343452454,0.9596689343452454,0.9596689343452454,0.9596689343452454
Mental fatigue,0.3168434798717499,0.3168434798717499,0.3168434798717499,0.3168434798717499
Needs-supplies job fit,0.728936493396759,0.728936493396759,0.728936493396759,0.728936493396759
Negative effort-reward imbalance,0.8684735894203186,0.8684735894203186,0.8684735894203186,0.8684735894203186
Normative commitment,0.8832164406776428,0.8832164406776428,0.8832164406776428,0.8832164406776428
Organizational politics,0.9251209497451782,0.9251209497451782,0.9251209497451782,0.9251209497451782
Organizational reputation,0.9706261157989502,0.9706261157989502,0.9706261157989502,0.9706261157989502
Ostracism,0.6102117896080017,0.6102117896080017,0.6102117896080017,0.6102117896080017
Perceived Leader effectiveness,0.5300970077514648,0.5300970077514648,0.5300970077514648,0.5300970077514648
Perceived contract breach,0.15739749372005463,0.15739749372005463,0.15739749372005463,0.15739749372005463
Perceived organizational support,0.8296527862548828,0.8296527862548828,0.8296527862548828,0.8296527862548828
Perceived overqualification,0.5678158402442932,0.5678158402442932,0.5678158402442932,0.5678158402442932
Performance goal orientation,0.7273547053337097,0.7273547053337097,0.7273547053337097,0.7273547053337097
Person-organization fit,0.8720960021018982,0.8720960021018982,0.8720960021018982,0.8720960021018982
Perspective-taking,0.6484376192092896,0.6484376192092896,0.6484376192092896,0.6484376192092896
Pessimism of organizational change,0.6949850916862488,0.6949850916862488,0.6949850916862488,0.6949850916862488
Physical fatigue,0.3766172230243683,0.3766172230243683,0.3766172230243683,0.3766172230243683
Preference for group work,0.7008417844772339,0.7008417844772339,0.7008417844772339,0.7008417844772339
Procedural justice,0.9368636608123779,0.9368636608123779,0.9368636608123779,0.9368636608123779
Prosocial identity,0.9216170310974121,0.9216170310974121,0.9216170310974121,0.9216170310974121
Prosocial motivation,0.8355014324188232,0.8355014324188232,0.8355014324188232,0.8355014324188232
Quality of group experience,0.7624260783195496,0.7624260783195496,0.7624260783195496,0.7624260783195496
Quantitative workload,0.9248589873313904,0.9248589873313904,0.9248589873313904,0.9248589873313904
Rational decision-making style,0.39032840728759766,0.39032840728759766,0.39032840728759766,0.39032840728759766
Relationship conflict,0.5885911583900452,0.5885911583900452,0.5885911583900452,0.5885911583900452
Resources,0.6587563157081604,0.6587563157081604,0.6587563157081604,0.6587563157081604
Role conflict,0.30248647928237915,0.30248647928237915,0.30248647928237915,0.30248647928237915
Rumination (negative),0.41657546162605286,0.41657546162605286,0.41657546162605286,0.41657546162605286
